Country,Year,Agricultural production index (2014-2016=100),"Balance of payments, current account (million US$)",CPI: Consumer Price Index (2010=100),Economy: Agriculture (% of Gross Value Added),Economy: Industry (% of Gross Value Added),Economy: Services and other activity (% of GVA),Employment in agriculture (% of employed),Employment in industry (% of employed),Employment in services (% employed),"GDP growth rate (annual %, const. 2015 prices)",GDP per capita (current US$),GDP: Gross domestic product (million current US$),International trade: balance (million current US$),International trade: exports (million current US$),International trade: imports (million current US$),Unemployment (% of labour force),Labour force participation rate - Female (per 100 pop.),Labour force participation rate - Male (per 100 pop.),Labour force participation rate - Female/Labour force participation rate - Male Ratio,Education: Government expenditure (% of GDP),"Fertility rate, total (live births per woman)",Health: Current expenditure (% of GDP),Health: Physicians (per 1 000 pop.),Intentional homicide rate (per 100 000 pop.),Population growth rate (average annual %),Refugees and others of concern to UNHCR (000),Seats held by women in national parliaments (%),Under five mortality rate (per 1000 live births),Urban population (% of total population),Urban population growth rate (average annual %),Education: Primary gross enrol. ratio - Female (per 100 pop.),Education: Primary gross enrol. ratio - Male (per 100 pop.),Education: Primary gross enrol. ratio - Female/Education: Primary gross enrol. ratio - Male Ratio,Education: Upper Sec. gross enrol. ratio - Female (per 100 pop.),Education: Upper Sec. gross enrol. ratio - Male (per 100 pop.),Education: Upper Sec. gross enrol. ratio - Female/Education: Upper Sec. gross enrol. ratio - Male Ratio,Education: Lower Sec. gross enrol. ratio - Female (per 100 pop.),Education: Lower Sec. gross enrol. ratio - Male (per 100 pop.),Education: Lower Sec. gross enrol. ratio - Female/Education: Lower Sec. gross enrol. ratio - Male Ratio,International migrant stock (000),International migrant stock (% of total pop.),International migrant stock/International migrant stock Ratio,Life expectancy at birth - Female (years),Life expectancy at birth - Male (years),Life expectancy at birth - Female/Life expectancy at birth - Male Ratio,Population age distribution - 0-14 years (%),Population age distribution - 60+ years (%),Population age distribution - 0-14 years/Population age distribution - 60+ years Ratio,"Energy production, primary (Petajoules)",Energy supply per capita (Gigajoules),Forested area (% of land area),Important sites for terrestrial biodiversity protected (%),Individuals using the Internet (per 100 inhabitants),Net Official Development Assist. disbursed (% of GNI),Net Official Development Assist. received (% of GNI),Research & Development expenditure (% of GDP),Threatened species (number),Tourist/visitor arrivals at national borders (000),CO2 emission estimates - Total (million tons),CO2 emission estimates - Per capita (tons per capita),CO2 emission estimates - Total/CO2 emission estimates - Per capita Ratio,Pop. using safely managed drinking water - Urban (%),Pop. using safely managed drinking water - Rural (%),Pop. using safely managed drinking water - Urban/Pop. using safely managed drinking water - Rural Ratio,Pop. using safely managed sanitation - Urban (%),Pop. using safely managed sanitation - Rural (%),Pop. using safely managed sanitation - Urban/Pop. using safely managed sanitation - Rural Ratio
French Polynesia,2020.0,103.0,412.0,,3.0,11.7,85.3,2.2,14.8,83.1,7.1,19185.7,5793.0,1634.0,81.0,1714.0,12.8,49.1,62.3,78.81219903691814,,1.6,,,,0.3,,,6.5,61.9,,,,,,,,,,,30.1,10.7,281.3084112149533,85.4,79.9,106.88360450563204,21.3,13.8,154.34782608695653,1.0,42.0,43.1,0.0,72.7,,,,181.0,77.0,0.9,2.8,32.142857142857146,,,,,,
French Polynesia,2024.0,103.0,,,2.8,11.8,85.4,2.1,14.6,83.3,4.5,18984.9,5815.0,1986.0,171.0,2157.0,11.6,49.1,62.4,78.68589743589745,,1.5,,,,0.2,,,6.0,,,,,,,,,,,,,,,86.6,81.9,105.73870573870572,19.1,16.7,114.37125748502996,1.0,44.0,43.1,0.0,,,,,448.0,219.0,0.9,2.9,31.03448275862069,,,,,,
Gabon,2015.0,100.0,141.0,109.0,4.7,51.9,43.4,32.0,13.7,54.3,3.9,7085.1,14372.0,4533.0,10654.0,6121.0,19.8,39.8,56.3,70.69271758436945,2.8,3.9,2.7,,,3.0,2.9,14.2,49.5,88.1,3.9,127.3,133.0,95.71428571428571,,,,,,,378.7,19.4,1952.0618556701031,68.7,64.2,107.00934579439252,36.6,6.0,610.0,561.0,55.0,91.6,61.2,45.8,,0.75,,231.0,,3.5,1.7,205.8823529411765,,,,,,
Gabon,2020.0,103.0,,124.0,7.0,44.1,49.8,30.2,15.8,54.0,1.8,6680.1,15315.0,3861.0,7345.0,3484.0,21.4,37.1,53.9,68.83116883116884,3.4,3.8,3.4,0.6,,2.3,0.6,14.8,41.2,89.7,,98.5,102.7,95.91041869522881,49.0,46.2,106.06060606060606,83.6,77.4,108.01033591731264,416.7,18.7,2228.342245989305,69.7,64.7,107.72797527047912,36.8,6.1,603.2786885245902,515.0,45.0,91.3,61.7,72.3,,0.37,,329.0,,2.7,1.2,225.00000000000006,,,,,,
Gabon,2024.0,106.0,,136.0,6.2,55.5,38.3,29.3,16.2,54.5,2.8,8427.1,20132.0,4595.0,9669.0,5075.0,20.2,39.9,57.6,69.27083333333333,3.0,3.6,2.7,0.5,,2.1,0.3,25.5,36.3,,,,,,,,,,,,,,,71.2,66.1,107.71558245083209,36.5,6.3,579.3650793650794,499.0,45.0,91.3,61.7,73.7,,0.58,,638.0,,2.8,1.2,233.33333333333334,,,,,,
Gambia,2015.0,108.0,54.0,131.0,24.3,18.8,56.9,51.8,6.6,41.6,4.1,611.7,1378.0,308.0,83.0,391.0,7.3,53.3,67.5,78.96296296296296,2.2,5.0,3.2,0.1,,2.7,11.8,9.4,59.6,59.2,4.4,81.9,76.5,107.05882352941177,37.1,42.9,86.48018648018649,58.7,56.3,104.26287744227353,192.5,9.2,2092.391304347826,64.3,61.7,104.21393841166935,43.6,4.1,1063.4146341463415,7.0,7.0,26.8,41.7,17.6,,8.47,0.1,55.0,449.0,0.6,0.3,200.0,65.3,9.0,725.5555555555555,31.3,33.7,92.87833827893175
Gambia,2020.0,64.0,87.0,183.0,23.1,18.3,58.6,48.5,7.2,44.3,0.6,704.0,1812.0,527.0,26.0,553.0,4.8,55.6,65.2,85.2760736196319,2.9,4.2,3.7,0.1,,2.4,4.6,8.6,49.0,61.9,,96.7,86.2,112.18097447795823,,,,65.2,54.8,118.97810218978104,215.7,8.9,2423.5955056179773,66.1,62.7,105.42264752791067,42.0,4.6,913.0434782608697,7.0,7.0,24.0,41.7,44.8,,16.73,0.1,87.0,246.0,0.7,0.3,233.33333333333334,67.6,11.2,603.5714285714286,31.3,25.8,121.31782945736434
Gambia,2024.0,72.0,90.0,256.0,23.4,18.1,58.5,47.5,7.5,45.0,4.9,824.7,2232.0,703.0,56.0,759.0,4.1,56.4,65.5,86.10687022900763,2.9,3.9,3.2,0.1,,2.3,4.2,8.6,43.1,,,100.3,87.3,114.89117983963344,158.1,133.7,118.24981301421093,73.4,57.3,128.09773123909252,,,,67.8,64.4,105.27950310559004,40.2,5.2,773.0769230769231,7.0,7.0,23.4,41.7,54.2,,12.24,,127.0,570.0,0.7,0.3,233.33333333333334,67.8,12.2,555.7377049180328,31.0,22.6,137.16814159292034
Georgia,2015.0,102.0,1767.0,115.0,8.8,21.5,69.7,44.0,11.0,44.9,3.0,3965.3,14954.0,5100.0,2204.0,7304.0,16.5,59.0,80.3,73.47447073474471,3.2,2.2,7.4,5.3,4.9,0.0,268.3,11.3,10.7,57.4,0.7,105.8,109.4,96.70932358318099,103.1,102.3,100.78201368523949,107.8,111.9,96.33601429848078,76.7,1.9,4036.8421052631584,77.9,68.5,113.72262773722628,19.4,19.7,98.47715736040608,55.0,52.0,40.6,40.3,47.6,,3.07,0.3,114.0,3012.0,9.0,2.4,375.0,87.7,39.9,219.7994987468672,18.8,44.5,42.247191011235955
Georgia,2020.0,116.0,1984.0,141.0,8.3,24.2,67.5,41.1,13.4,45.5,6.8,4207.9,15846.0,4708.0,3341.0,8049.0,11.7,55.1,73.2,75.27322404371584,3.8,2.0,8.4,5.2,2.0,0.1,291.0,14.1,9.6,59.0,,100.8,102.7,98.14995131450827,107.2,110.0,97.45454545454547,105.6,108.0,97.77777777777777,79.4,2.0,3970.0000000000005,78.3,68.6,114.1399416909621,21.0,21.1,99.52606635071089,44.0,55.0,40.6,40.3,72.5,,6.89,0.3,126.0,1087.0,9.6,2.5,384.0,87.9,40.3,218.11414392059558,14.5,40.7,35.62653562653562
Georgia,2024.0,114.0,1326.0,177.0,7.0,24.6,68.4,39.9,13.8,46.3,10.1,6571.3,24605.0,9500.0,6091.0,15591.0,12.0,54.3,72.3,75.10373443983403,3.6,1.8,7.4,5.6,,0.0,322.0,19.3,7.7,,,103.3,103.5,99.80676328502415,112.7,118.0,95.50847457627118,96.9,99.6,97.28915662650604,,,,79.2,69.7,113.62984218077474,20.8,22.0,94.54545454545455,51.0,59.0,40.6,42.4,78.7,,4.35,0.2,128.0,3653.0,10.0,2.7,370.3703703703703,88.0,40.5,217.28395061728395,14.1,39.2,35.96938775510204
Germany,2015.0,99.0,288065.0,107.0,0.8,30.1,69.1,1.4,27.7,70.9,1.5,40893.2,3356236.0,270964.0,1328500.0,1057536.0,4.6,54.7,65.9,83.00455235204855,4.9,1.5,11.2,4.1,0.8,1.2,573.8,36.5,3.9,77.2,0.3,102.4,102.9,99.51409135082604,98.4,109.8,89.61748633879782,100.0,102.1,97.94319294809011,10220.4,12.5,81763.2,83.0,78.1,106.2740076824584,13.2,27.4,48.175182481751825,5016.0,158.0,32.7,77.0,87.6,0.6,,2.9,107.0,34970.0,721.4,8.8,8197.727272727272,99.9,99.7,100.20060180541626,98.3,91.2,107.78508771929825
Germany,2020.0,95.0,255319.0,106.0,0.8,29.5,69.7,1.2,27.4,71.4,3.8,46655.2,3887727.0,212685.0,1385852.0,1173167.0,3.9,55.6,65.9,84.37025796661608,5.1,1.5,12.7,4.5,0.9,0.0,1421.9,31.2,3.6,77.4,,101.9,102.1,99.80411361410383,95.1,110.4,86.14130434782608,99.3,101.4,97.92899408284022,15762.5,18.8,83843.08510638298,83.4,78.6,106.10687022900764,13.8,28.7,48.08362369337979,4036.0,140.0,32.7,79.2,89.8,1.14,,3.1,200.0,12449.0,580.8,7.0,8297.142857142857,100.0,99.7,100.30090270812437,98.5,91.4,107.76805251641137
Germany,2024.0,93.0,262723.0,117.0,1.0,29.7,69.3,1.2,26.9,71.9,1.8,48901.7,4076924.0,228021.0,1697350.0,1469329.0,3.2,56.0,66.6,84.08408408408408,,1.4,12.7,4.5,0.8,0.3,2873.4,35.3,3.4,,,101.4,101.3,100.09871668311945,96.0,110.8,86.64259927797833,99.1,100.8,98.31349206349206,,,,83.9,79.2,105.93434343434345,13.9,31.0,44.83870967741936,4244.0,144.0,32.7,79.2,92.5,1.32,,3.1,209.0,28463.0,600.2,7.2,8336.111111111111,100.0,99.6,100.40160642570282,98.5,91.4,107.76805251641137
Ghana,2015.0,100.0,2824.0,183.0,21.8,34.0,44.2,35.2,18.7,46.1,2.1,1733.0,50034.0,932.0,13756.0,14687.0,6.8,65.1,73.5,88.57142857142857,4.4,4.0,4.5,0.1,1.8,2.3,21.3,10.9,55.5,54.1,3.6,101.0,103.0,98.05825242718447,46.1,52.4,87.97709923664124,81.2,85.0,95.52941176470588,414.7,1.5,27646.666666666664,65.1,61.3,106.19902120717781,38.6,5.1,756.8627450980392,424.0,13.0,34.6,78.8,23.0,,3.69,0.4,223.0,897.0,14.6,0.5,2920.0,52.1,11.0,473.6363636363636,11.6,11.9,97.47899159663865
Ghana,2020.0,123.0,2134.0,306.0,20.1,31.8,48.1,40.5,18.6,40.9,0.5,2176.6,70043.0,6016.0,22373.0,16357.0,3.4,64.7,72.1,89.7364771151179,3.9,3.5,4.0,0.2,1.7,2.0,13.3,13.1,45.5,56.7,,96.8,97.0,99.79381443298969,62.1,65.6,94.66463414634147,82.3,81.7,100.734394124847,476.4,1.5,31759.999999999996,66.7,62.0,107.58064516129033,37.2,5.5,676.3636363636365,704.0,15.0,35.1,78.8,62.5,,3.12,,255.0,355.0,18.8,0.6,3133.3333333333335,61.6,16.5,373.3333333333333,13.4,16.4,81.70731707317074
Ghana,2024.0,136.0,1517.0,610.0,20.9,34.2,44.9,39.7,18.9,41.4,3.1,2203.6,73766.0,480.0,16875.0,16394.0,3.6,65.0,72.2,90.02770083102493,,3.3,4.2,0.1,1.8,1.9,11.1,14.6,40.1,,,95.2,97.8,97.34151329243355,72.2,72.5,99.58620689655173,81.5,80.5,101.24223602484473,,,,68.2,63.3,107.74091627172197,35.8,6.1,586.8852459016393,642.0,15.0,35.1,78.8,69.8,,1.64,,292.0,915.0,19.8,0.6,3300.0,62.6,18.8,332.9787234042553,14.0,18.4,76.08695652173914
Gibraltar,2015.0,,,142.0,,,,,,,,,,9202.0,402.0,9603.0,,,,,,2.1,,,3.2,1.1,,,11.6,100.0,0.6,,,,,,,,,,11.1,32.8,33.84146341463415,85.3,79.9,106.75844806007508,18.2,23.1,78.78787878787878,,274.0,0.0,0.0,65.0,,,,26.0,,0.6,18.2,3.296703296703297,100.0,,,,,
Gibraltar,2020.0,,,,,,,,,,,,,7507.0,458.0,7965.0,,,,,,1.9,,,,1.9,,,10.7,100.0,,131.7,121.3,108.5737840065952,106.7,119.9,88.9908256880734,118.6,119.9,98.9157631359466,11.2,33.2,33.734939759036145,85.7,80.4,106.59203980099502,18.1,23.2,78.01724137931035,0.0,318.0,0.0,0.0,94.4,,,,36.0,,0.6,19.7,3.0456852791878175,100.0,,,,,
Gibraltar,2024.0,,,,,,,,,,,,,10693.0,498.0,11191.0,,,,,,1.9,,,,2.1,,,10.4,,,129.4,125.1,103.43725019984014,52.4,60.6,86.46864686468646,127.6,133.1,95.86776859504133,,,,86.2,81.0,106.41975308641976,17.6,23.4,75.21367521367523,0.0,323.0,0.0,0.0,,,,,62.0,,0.7,19.9,3.5175879396984926,100.0,,,,,
Greece,2015.0,104.0,1611.0,101.0,4.4,16.4,79.2,12.5,15.0,72.4,0.2,18100.4,195605.0,18975.0,28289.0,47264.0,25.0,44.5,58.7,75.80919931856899,3.7,1.3,8.2,5.9,0.9,0.7,37.6,23.0,4.2,78.0,0.1,99.5,100.7,98.80834160873883,102.4,109.1,93.85884509624199,97.0,100.2,96.80638722554889,1242.9,11.7,10623.076923076924,83.6,77.9,107.31707317073169,14.5,27.0,53.70370370370371,357.0,90.0,30.3,87.3,66.8,0.04,,1.0,291.0,23599.0,61.6,5.7,1080.701754385965,,,,93.7,,
Greece,2020.0,103.0,12413.0,101.0,4.7,16.7,78.6,10.3,15.0,74.7,9.3,17929.6,188480.0,20463.0,35070.0,55534.0,15.9,43.3,57.3,75.5671902268761,3.6,1.4,9.5,6.3,0.7,0.3,177.5,20.7,3.8,79.4,,98.1,98.5,99.59390862944161,104.8,106.7,98.21930646672914,101.4,104.1,97.4063400576369,1340.5,12.9,10391.472868217053,84.3,78.8,106.97969543147208,14.2,28.8,49.30555555555555,191.0,78.0,30.3,87.3,78.1,0.24,,1.5,520.0,7374.0,44.8,4.3,1041.8604651162789,,,,96.7,,
Greece,2024.0,95.0,15056.0,116.0,4.3,19.1,76.6,11.2,15.6,73.3,5.6,20923.1,217286.0,33555.0,55052.0,88606.0,9.7,44.7,59.2,75.50675675675676,,1.3,9.2,6.4,1.1,1.8,190.8,23.0,3.4,,,98.5,98.8,99.69635627530364,106.6,108.6,98.15837937384899,102.0,104.9,97.23546234509057,,,,84.5,79.5,106.28930817610063,13.2,30.7,42.99674267100977,199.0,81.0,30.3,87.3,83.2,0.13,,1.5,590.0,27836.0,46.4,4.4,1054.5454545454545,,,,97.4,,
Greenland,2015.0,,,,17.6,17.6,64.9,4.6,12.6,82.5,2.5,44710.9,2499.0,261.0,406.0,667.0,9.7,,,,12.0,2.1,,,7.2,0.1,,,11.1,86.1,0.3,,,,,,,,,,6.0,10.7,56.07476635514019,72.4,68.4,105.84795321637426,21.1,12.7,166.1417322834646,2.0,156.0,0.0,29.7,67.6,,,,17.0,,0.5,9.2,5.434782608695652,,,,,,
Greenland,2020.0,,,,18.1,19.1,62.8,,,,0.2,55026.0,3083.0,106.0,933.0,827.0,,,,,10.2,2.0,,,5.4,0.1,,,11.4,87.1,,,,,,,,,,,5.9,10.4,56.730769230769226,72.5,68.2,106.3049853372434,20.9,15.1,138.41059602649005,2.0,166.0,0.0,29.7,69.5,,,,27.0,,0.6,10.0,6.0,,,,,,
Greenland,2024.0,,,,18.5,17.9,63.6,,,,1.4,51820.9,2926.0,132.0,1073.0,1205.0,,,,,,1.9,,,,0.2,,,11.4,,,,,,,,,,,,,,,72.6,68.2,106.4516129032258,20.8,18.2,114.2857142857143,2.0,169.0,0.0,29.7,,,,,29.0,,0.6,10.1,5.9405940594059405,,,,,,
Grenada,2015.0,103.0,106.0,104.0,8.6,14.2,77.2,,,,6.4,8379.6,997.0,318.0,33.0,351.0,,,,,4.2,1.7,4.6,,5.0,0.4,0.0,33.3,15.1,36.0,0.5,101.6,106.7,95.22024367385191,106.1,94.4,112.39406779661016,97.3,106.4,91.44736842105262,7.1,6.4,110.93749999999997,78.0,72.4,107.73480662983425,22.4,14.1,158.86524822695034,0.0,34.0,52.1,34.5,52.5,,2.74,,51.0,155.0,0.3,2.3,13.043478260869565,,,,,,
Grenada,2020.0,90.0,168.0,107.0,5.8,15.4,78.8,,,,13.8,8437.5,1043.0,370.0,25.0,395.0,,,,,3.6,1.5,5.6,1.3,11.3,0.4,0.0,46.7,15.8,36.4,,97.8,102.3,95.60117302052787,101.0,90.7,111.3561190738699,105.7,107.9,97.96107506950881,7.2,6.4,112.5,78.2,72.2,108.31024930747924,20.9,16.0,130.625,0.0,36.0,52.1,34.5,73.3,,6.97,,60.0,54.0,0.3,2.4,12.5,,,,,,
Grenada,2024.0,87.0,184.0,114.0,6.1,17.6,76.3,,,,3.7,9509.2,1193.0,563.0,46.0,609.0,,,,,4.1,1.5,5.7,,4.0,0.1,0.2,31.2,14.4,,,80.3,86.4,92.93981481481481,90.9,88.6,102.59593679458241,,,,,,,78.5,72.5,108.27586206896551,19.4,17.6,110.2272727272727,0.0,38.0,52.1,34.5,79.9,,6.37,,94.0,149.0,0.3,2.6,11.538461538461538,,,,,,
Guadeloupe,2015.0,,,106.0,,,,3.3,13.5,65.5,,,,,,,26.1,49.6,56.5,87.78761061946902,,2.2,,,9.8,0.8,,,9.0,98.4,0.0,,,,,,,,,,91.0,22.7,400.88105726872254,85.2,77.0,110.64935064935067,21.2,22.2,95.4954954954955,2.0,81.0,44.6,82.0,,,,,70.0,512.0,2.2,5.6,39.28571428571429,,,,,,
Guadeloupe,2020.0,,,110.0,,,,,,,,,,,,,,,,,,2.2,,,5.8,0.6,,,9.0,98.5,,,,,,,,,,,90.2,22.5,400.8888888888889,84.6,76.4,110.7329842931937,17.6,27.2,64.70588235294117,,,44.4,82.0,,,,,83.0,735.0,,,,,,,,,
Guadeloupe,2024.0,,,121.0,,,,,,,,,,,,,,,,,,2.1,,,,0.3,,,8.0,,,,,,,,,,,,,,,85.7,78.4,109.3112244897959,16.3,32.0,50.9375,,,44.4,82.0,,,,,122.0,,,,,,,,,,
Guam,2015.0,,,106.0,,,,0.3,14.4,85.4,,,,,,,6.9,56.5,68.6,82.36151603498543,,2.9,,,2.4,0.4,,,13.3,94.5,0.4,,,,,,,,,,76.1,47.0,161.91489361702128,80.7,72.7,111.0041265474553,26.1,13.0,200.76923076923077,0.0,1.0,46.3,2.4,73.1,,,,95.0,1409.0,,,,,,,,,
Guam,2020.0,,,123.0,,,,0.2,13.7,86.0,,,,,,,6.2,55.5,67.9,81.73784977908689,,2.9,,,4.2,1.0,,,13.3,94.9,,,,,,,,,,,80.5,47.7,168.76310272536688,80.3,71.5,112.3076923076923,25.8,15.9,162.26415094339623,0.0,2.0,51.9,2.4,80.5,,,,107.0,328.0,,,,,,,,,
Guam,2024.0,,,149.0,,,,0.2,13.4,86.4,,,,,,,5.5,56.0,68.4,81.87134502923976,,2.7,,,,0.7,,,11.8,,,,,,,,,,,,,,,81.6,73.7,110.71913161465399,26.0,18.1,143.64640883977899,0.0,2.0,51.9,2.4,,,,,112.0,328.0,,,,,,,,,
Guatemala,2015.0,101.0,774.0,122.0,10.6,24.1,65.3,31.9,18.9,49.2,4.1,3886.4,62186.0,6960.0,10677.0,17637.0,2.5,38.5,83.7,45.997610513739545,3.0,3.0,6.0,,33.4,1.8,0.3,13.3,28.6,50.0,2.7,101.4,106.7,95.0328022492971,37.2,36.5,101.91780821917808,68.0,76.4,89.00523560209423,74.9,0.5,14980.000000000002,73.6,68.3,107.75988286969253,36.4,6.3,577.7777777777777,311.0,30.0,33.5,32.5,28.8,,0.68,0.0,282.0,1473.0,14.8,0.9,1644.4444444444446,64.5,43.9,146.9248291571754,,,
Guatemala,2020.0,103.0,3918.0,148.0,10.5,23.7,65.8,30.5,20.3,49.2,1.8,4476.0,77715.0,6539.0,11658.0,18198.0,2.9,36.9,79.3,46.53215636822195,3.3,2.5,6.5,1.3,19.0,1.5,28.8,19.0,23.7,51.4,,100.3,104.0,96.4423076923077,37.5,35.4,105.93220338983052,64.3,70.4,91.33522727272727,84.3,0.5,16860.0,73.2,67.0,109.25373134328358,33.8,6.8,497.05882352941177,457.0,37.0,32.9,33.7,47.5,,0.62,0.0,352.0,396.0,16.1,0.9,1788.888888888889,65.4,45.4,144.05286343612335,,,
Guatemala,2024.0,105.0,3281.0,175.0,9.9,24.1,66.0,27.1,22.0,50.8,4.1,5324.1,95003.0,16017.0,14261.0,30278.0,3.1,40.9,81.2,50.36945812807881,3.1,2.3,6.9,,20.0,1.5,124.0,19.4,21.2,,,102.6,105.2,97.52851711026615,33.8,29.0,116.55172413793102,60.4,61.3,98.53181076672105,,,,75.0,70.4,106.53409090909089,31.6,7.1,445.0704225352113,495.0,41.0,32.8,33.7,54.4,,0.61,0.1,775.0,1494.0,18.8,1.1,1709.090909090909,65.5,46.0,142.3913043478261,,,
Guinea,2015.0,100.0,1020.0,186.0,20.1,28.6,51.3,63.5,6.1,30.4,3.8,756.4,8794.0,565.0,1574.0,2139.0,5.4,47.2,64.9,72.72727272727273,2.5,5.0,5.8,0.1,,2.6,9.0,21.9,112.3,35.1,3.1,81.1,98.1,82.67074413863405,21.9,34.9,62.75071633237822,32.8,48.2,68.04979253112032,126.7,1.1,11518.181818181818,59.1,56.6,104.41696113074205,43.3,5.3,816.9811320754716,116.0,13.0,26.0,71.7,9.2,,6.24,,163.0,35.0,2.5,0.2,1250.0,,,,,,
Guinea,2020.0,130.0,2685.0,291.0,28.2,30.5,41.3,61.2,7.0,31.8,4.7,1066.9,14089.0,86.0,4085.0,3999.0,6.1,41.8,63.6,65.72327044025157,2.4,4.5,3.9,0.2,,2.5,8.7,22.8,100.3,36.5,,94.1,109.1,86.25114573785517,26.1,35.2,74.14772727272727,35.3,48.6,72.63374485596708,121.4,0.9,13488.888888888889,60.7,58.0,104.65517241379312,42.1,5.3,794.3396226415094,119.0,14.0,25.2,71.7,29.4,,5.65,,365.0,99.0,4.6,0.3,1533.3333333333333,,,,,,
Guinea,2024.0,143.0,3350.0,390.0,29.4,31.0,39.6,60.3,7.2,32.4,4.7,1504.1,20846.0,1389.0,4023.0,5412.0,5.3,42.3,63.7,66.40502354788069,2.1,4.1,3.8,0.0,,2.3,2.3,29.6,92.0,,,91.5,104.3,87.72770853307766,25.8,32.7,78.89908256880733,34.5,46.3,74.51403887688986,,,,62.1,59.7,104.02010050251256,40.9,5.3,771.6981132075472,124.0,14.0,25.0,71.7,33.9,,4.23,,429.0,,4.2,0.3,1400.0000000000002,,,,,,
Guinea-Bissau,2015.0,101.0,21.0,109.0,49.0,12.8,38.2,55.2,10.1,34.7,6.1,585.5,1047.0,174.0,327.0,153.0,3.2,48.8,64.1,76.13104524180967,2.4,4.7,8.1,0.2,,2.5,8.8,13.7,92.2,42.1,3.6,110.3,116.3,94.84092863284609,,,,,,,22.3,1.3,1715.3846153846152,62.1,57.9,107.25388601036269,42.2,4.6,917.3913043478261,25.0,17.0,71.9,59.5,6.1,,8.86,,66.0,44.0,0.3,0.2,149.99999999999997,38.1,10.6,359.433962264151,16.1,6.9,233.33333333333334
Guinea-Bissau,2020.0,116.0,39.0,114.0,32.6,14.2,53.2,51.2,10.4,38.4,1.5,692.8,1397.0,330.0,505.0,175.0,3.7,48.4,62.9,76.94753577106518,2.8,4.1,9.0,0.2,1.1,2.3,1.6,13.7,77.0,43.8,,,,,,,,,,,17.9,0.9,1988.8888888888887,63.7,58.9,108.14940577249577,40.5,4.8,843.75,27.0,16.0,70.4,59.5,28.2,,10.13,,92.0,52.0,0.3,0.2,149.99999999999997,36.6,13.2,277.2727272727273,20.4,10.0,204.0
Guinea-Bissau,2024.0,122.0,147.0,128.0,32.3,14.0,53.7,50.3,10.6,39.1,4.2,747.8,1574.0,208.0,465.0,257.0,3.1,48.8,63.4,76.97160883280758,2.6,3.8,8.2,0.2,,2.2,0.1,9.8,68.2,,,,,,,,,,,,,,,66.5,61.8,107.60517799352752,38.8,4.9,791.8367346938775,27.0,16.0,70.1,59.5,31.6,,10.31,,127.0,,0.3,0.2,149.99999999999997,36.3,13.7,264.963503649635,21.3,10.7,199.06542056074767
Guyana,2015.0,111.0,39.0,109.0,27.0,26.2,46.8,18.8,22.7,58.5,0.7,5668.4,4280.0,315.0,1169.0,1484.0,13.3,40.9,69.2,59.104046242774565,3.9,2.7,4.0,0.7,19.7,0.6,0.0,31.3,33.0,26.4,0.4,91.5,90.8,100.77092511013217,96.4,89.6,107.58928571428572,114.4,114.0,100.35087719298245,8.7,1.1,790.9090909090908,71.5,64.2,111.37071651090342,30.3,8.3,365.0602409638554,7.0,46.0,93.8,100.0,34.0,,0.75,,87.0,207.0,2.0,2.7,74.07407407407408,,,,37.0,51.9,71.29094412331408
Guyana,2020.0,113.0,397.0,117.0,17.8,41.0,41.2,12.1,23.6,64.4,43.5,6863.1,5471.0,2870.0,5197.0,2326.0,15.7,38.9,61.2,63.56209150326797,4.5,2.5,5.5,1.4,19.7,1.1,23.4,34.8,28.3,26.7,,98.9,99.3,99.59718026183285,75.6,64.9,116.48690292758089,97.3,93.3,104.28724544480173,31.2,4.0,780.0,71.9,64.0,112.34375000000001,29.5,9.5,310.5263157894737,162.0,52.0,93.6,100.0,73.1,,0.98,,122.0,86.0,2.7,3.4,79.41176470588236,,,,35.0,49.1,71.28309572301426
Guyana,2024.0,112.0,254.0,134.0,10.3,69.8,19.8,11.9,25.4,62.7,63.3,18199.5,14718.0,5582.0,10812.0,5230.0,9.4,40.0,62.8,63.69426751592358,,2.4,4.9,,16.3,0.6,19.8,39.4,22.2,,,99.9,99.5,100.40201005025126,74.8,66.4,112.65060240963854,97.7,93.2,104.8283261802575,,,,74.1,66.6,111.26126126126125,29.2,10.5,278.0952380952381,248.0,61.0,93.5,100.0,85.3,,1.95,,297.0,288.0,3.3,4.1,80.48780487804879,,,,34.1,48.0,71.04166666666667
Haiti,2015.0,99.0,271.0,139.0,18.0,27.2,54.8,47.5,12.1,40.4,1.4,1344.6,14204.0,905.0,1083.0,1987.0,13.7,62.0,70.0,88.57142857142857,1.9,3.1,5.1,0.1,10.1,1.4,0.0,4.2,69.9,52.4,3.3,,,,,,,,,,18.0,0.2,9000.0,65.9,60.6,108.74587458745874,34.3,6.4,535.9374999999999,139.0,17.0,13.2,26.8,14.2,,7.03,,169.0,516.0,2.7,0.3,900.0000000000002,,,,,,
Haiti,2020.0,74.0,52.0,151.0,20.9,23.9,55.2,46.3,12.1,41.6,3.3,1463.5,16548.0,1481.0,958.0,2440.0,15.6,61.5,69.1,89.0014471780029,1.4,2.8,3.2,0.2,11.3,1.2,0.0,2.5,60.2,56.2,,,,,,,,,,,18.9,0.2,9449.999999999998,67.0,60.7,110.37891268533772,32.6,6.9,472.463768115942,142.0,17.0,12.6,29.4,39.3,,6.11,,269.0,203.0,3.2,0.3,1066.6666666666667,,,,,,
